venue,venuename,id,venuesMajorDisciplinary,venuesOtherDisciplinary,concepts
https://openalex.org/V46409772,Journal of Research in Reading,240,['https://openalex.org/C15744967'],"['https://openalex.org/C138885662', 'https://openalex.org/C17744445', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C41008148', 'https://openalex.org/C162324750', 'https://openalex.org/C86803240', 'https://openalex.org/C71924100']","['https://openalex.org/C15744967', 'https://openalex.org/C138885662', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C41895202', 'https://openalex.org/C554936623', 'https://openalex.org/C33923547', 'https://openalex.org/C2778780117', 'https://openalex.org/C144024400', 'https://openalex.org/C19417346', 'https://openalex.org/C41008148', 'https://openalex.org/C162324750', 'https://openalex.org/C145420912', 'https://openalex.org/C50522688', 'https://openalex.org/C180747234', 'https://openalex.org/C547764534', 'https://openalex.org/C138496976', 'https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C199360897', 'https://openalex.org/C169760540', 'https://openalex.org/C2777701204']"
https://openalex.org/V53726244,Journal of Managerial Psychology,262,['https://openalex.org/C15744967'],"['https://openalex.org/C162324750', 'https://openalex.org/C17744445', 'https://openalex.org/C41008148', 'https://openalex.org/C121332964', 'https://openalex.org/C144133560', 'https://openalex.org/C144024400', 'https://openalex.org/C138885662', 'https://openalex.org/C127413603', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C185592680']","['https://openalex.org/C15744967', 'https://openalex.org/C77805123', 'https://openalex.org/C162324750', 'https://openalex.org/C17744445', 'https://openalex.org/C187736073', 'https://openalex.org/C41008148', 'https://openalex.org/C39549134', 'https://openalex.org/C199539241', 'https://openalex.org/C121332964', 'https://openalex.org/C144133560', 'https://openalex.org/C75630572', 'https://openalex.org/C144024400', 'https://openalex.org/C138885662', 'https://openalex.org/C62520636', 'https://openalex.org/C2718322', 'https://openalex.org/C127413603', 'https://openalex.org/C97355855', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C185592680']"
https://openalex.org/V39205391,Studies in Science Education,294,['https://openalex.org/C15744967'],"['https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C127413603']","['https://openalex.org/C15744967', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C33923547', 'https://openalex.org/C145420912', 'https://openalex.org/C199539241', 'https://openalex.org/C19417346', 'https://openalex.org/C44877443', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C120912362', 'https://openalex.org/C65916561', 'https://openalex.org/C138885662', 'https://openalex.org/C543908354', 'https://openalex.org/C41008148', 'https://openalex.org/C127413603']"
https://openalex.org/V47841752,International Journal of Mental Health and Addiction,315,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C33923547']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C159110408', 'https://openalex.org/C142724271', 'https://openalex.org/C138816342', 'https://openalex.org/C155164915', 'https://openalex.org/C118552586', 'https://openalex.org/C70410870', 'https://openalex.org/C542102704', 'https://openalex.org/C86803240', 'https://openalex.org/C134362201', 'https://openalex.org/C169760540', 'https://openalex.org/C27415008', 'https://openalex.org/C77805123', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C48856860', 'https://openalex.org/C126322002', 'https://openalex.org/C138496976', 'https://openalex.org/C144024400', 'https://openalex.org/C40010229', 'https://openalex.org/C33923547']"
https://openalex.org/V59628311,Behavioral and Brain Sciences,349,['https://openalex.org/C15744967'],"['https://openalex.org/C86803240', 'https://openalex.org/C41008148', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100']","['https://openalex.org/C15744967', 'https://openalex.org/C86803240', 'https://openalex.org/C41008148', 'https://openalex.org/C180747234', 'https://openalex.org/C138885662', 'https://openalex.org/C169760540', 'https://openalex.org/C71924100', 'https://openalex.org/C188147891', 'https://openalex.org/C111472728', 'https://openalex.org/C118552586', 'https://openalex.org/C154945302']"
https://openalex.org/V60281869,British Educational Research Journal,353,['https://openalex.org/C15744967'],"['https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100']","['https://openalex.org/C15744967', 'https://openalex.org/C144024400', 'https://openalex.org/C19417346', 'https://openalex.org/C17744445', 'https://openalex.org/C33923547', 'https://openalex.org/C199539241', 'https://openalex.org/C145420912', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100', 'https://openalex.org/C36289849']"
https://openalex.org/V54899181,Spanish Journal of Psychology,374,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C121332964', 'https://openalex.org/C144024400', 'https://openalex.org/C162324750']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C138496976', 'https://openalex.org/C86803240', 'https://openalex.org/C70410870', 'https://openalex.org/C118552586', 'https://openalex.org/C77805123', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C169760540', 'https://openalex.org/C199539241', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C105795698', 'https://openalex.org/C121332964', 'https://openalex.org/C542102704', 'https://openalex.org/C144024400', 'https://openalex.org/C62520636', 'https://openalex.org/C162324750']"
https://openalex.org/V60214879,Alberta Journal of Educational Research,393,['https://openalex.org/C15744967'],"['https://openalex.org/C144024400', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100']","['https://openalex.org/C15744967', 'https://openalex.org/C144024400', 'https://openalex.org/C19417346', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C145420912', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100']"
https://openalex.org/V67110440,Journal of Evidence-based Social Work,412,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C162324750', 'https://openalex.org/C121332964', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C127413603', 'https://openalex.org/C144133560']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C144024400', 'https://openalex.org/C162324750', 'https://openalex.org/C118552586', 'https://openalex.org/C121332964', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C159110408', 'https://openalex.org/C542102704', 'https://openalex.org/C70410870', 'https://openalex.org/C127413603', 'https://openalex.org/C50522688', 'https://openalex.org/C62520636', 'https://openalex.org/C144133560']"
https://openalex.org/V68759151,Journal of Sex Education and Therapy,422,['https://openalex.org/C15744967'],"['https://openalex.org/C144024400', 'https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C86803240']","['https://openalex.org/C15744967', 'https://openalex.org/C144024400', 'https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C107993555', 'https://openalex.org/C53813258', 'https://openalex.org/C70410870', 'https://openalex.org/C138496976', 'https://openalex.org/C2908647359', 'https://openalex.org/C11171543', 'https://openalex.org/C2991886463', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C77805123']"
https://openalex.org/V74519973,Measurement and Evaluation in Counseling and Development,440,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C121332964', 'https://openalex.org/C144133560', 'https://openalex.org/C205649164', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C144024400']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C105795698', 'https://openalex.org/C70410870', 'https://openalex.org/C75630572', 'https://openalex.org/C2778521920', 'https://openalex.org/C138496976', 'https://openalex.org/C116211729', 'https://openalex.org/C121332964', 'https://openalex.org/C77805123', 'https://openalex.org/C62520636', 'https://openalex.org/C144133560', 'https://openalex.org/C162853370', 'https://openalex.org/C64764614', 'https://openalex.org/C205649164', 'https://openalex.org/C58640448', 'https://openalex.org/C2778755073', 'https://openalex.org/C40722632', 'https://openalex.org/C46823705', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C144024400', 'https://openalex.org/C49453240', 'https://openalex.org/C171606756', 'https://openalex.org/C509550671']"
https://openalex.org/V78120914,Neurobiology of Learning and Memory,507,['https://openalex.org/C15744967'],"['https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C185592680', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C86803240', 'https://openalex.org/C169760540', 'https://openalex.org/C71924100', 'https://openalex.org/C126322002', 'https://openalex.org/C134018914', 'https://openalex.org/C118552586', 'https://openalex.org/C185592680', 'https://openalex.org/C2781161787', 'https://openalex.org/C169900460', 'https://openalex.org/C55493867', 'https://openalex.org/C54355233', 'https://openalex.org/C180747234', 'https://openalex.org/C170493617', 'https://openalex.org/C33923547', 'https://openalex.org/C148762608', 'https://openalex.org/C105795698', 'https://openalex.org/C45262634', 'https://openalex.org/C2779144063', 'https://openalex.org/C48455012', 'https://openalex.org/C558461103', 'https://openalex.org/C16837860', 'https://openalex.org/C542102704', 'https://openalex.org/C21963081', 'https://openalex.org/C39617858', 'https://openalex.org/C121332964', 'https://openalex.org/C529278444']"
https://openalex.org/V79587319,Journal of Experimental Psychology: Applied,511,['https://openalex.org/C15744967'],"['https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C127413603', 'https://openalex.org/C17744445', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100', 'https://openalex.org/C180747234', 'https://openalex.org/C169760540', 'https://openalex.org/C154945302', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C127413603', 'https://openalex.org/C41895202', 'https://openalex.org/C77805123', 'https://openalex.org/C17744445', 'https://openalex.org/C121332964', 'https://openalex.org/C118552586', 'https://openalex.org/C199539241']"
https://openalex.org/V85421537,Ethics & Behavior,528,['https://openalex.org/C15744967'],"['https://openalex.org/C17744445', 'https://openalex.org/C71924100', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C162324750']","['https://openalex.org/C15744967', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C71924100', 'https://openalex.org/C77805123', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C127413603', 'https://openalex.org/C55587333', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C118552586', 'https://openalex.org/C162324750', 'https://openalex.org/C39549134']"
https://openalex.org/V89525197,Experimental Aging Research,538,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C162324750']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C169760540', 'https://openalex.org/C118552586', 'https://openalex.org/C169900460', 'https://openalex.org/C138496976', 'https://openalex.org/C180747234', 'https://openalex.org/C138885662', 'https://openalex.org/C126322002', 'https://openalex.org/C74909509', 'https://openalex.org/C41895202', 'https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C162324750']"
https://openalex.org/V97390445,Journal of Emotional Abuse,559,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C138885662']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C138496976', 'https://openalex.org/C3017944768', 'https://openalex.org/C2987580062', 'https://openalex.org/C3019756591', 'https://openalex.org/C190385971', 'https://openalex.org/C526869908', 'https://openalex.org/C166735990', 'https://openalex.org/C70410870', 'https://openalex.org/C2993946119', 'https://openalex.org/C542059537', 'https://openalex.org/C118552586', 'https://openalex.org/C2992354236', 'https://openalex.org/C77805123', 'https://openalex.org/C144024400', 'https://openalex.org/C84028575', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C519513126', 'https://openalex.org/C159110408', 'https://openalex.org/C542102704', 'https://openalex.org/C73484699', 'https://openalex.org/C138885662', 'https://openalex.org/C2780416715']"
https://openalex.org/V82334308,Language Learning,567,['https://openalex.org/C15744967'],"['https://openalex.org/C138885662', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C71924100', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240']","['https://openalex.org/C15744967', 'https://openalex.org/C138885662', 'https://openalex.org/C41895202', 'https://openalex.org/C33923547', 'https://openalex.org/C145420912', 'https://openalex.org/C144024400', 'https://openalex.org/C71924100', 'https://openalex.org/C41008148', 'https://openalex.org/C19417346', 'https://openalex.org/C86803240', 'https://openalex.org/C180747234', 'https://openalex.org/C74672266', 'https://openalex.org/C169760540', 'https://openalex.org/C170350167', 'https://openalex.org/C154945302', 'https://openalex.org/C118552586', 'https://openalex.org/C2987567764', 'https://openalex.org/C169900460', 'https://openalex.org/C204321447', 'https://openalex.org/C142724271', 'https://openalex.org/C2778883600', 'https://openalex.org/C171041071']"
https://openalex.org/V116196263,Cortex,736,['https://openalex.org/C15744967'],"['https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148']","['https://openalex.org/C15744967', 'https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C169760540', 'https://openalex.org/C180747234', 'https://openalex.org/C118552586', 'https://openalex.org/C169900460', 'https://openalex.org/C138885662', 'https://openalex.org/C548259974', 'https://openalex.org/C41008148', 'https://openalex.org/C41895202', 'https://openalex.org/C111472728', 'https://openalex.org/C138496976', 'https://openalex.org/C26760741', 'https://openalex.org/C126322002', 'https://openalex.org/C154945302']"
https://openalex.org/V116757887,Journal of Social Work Practice in The Addictions,739,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C144024400']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C542102704', 'https://openalex.org/C70410870', 'https://openalex.org/C86803240', 'https://openalex.org/C40010229', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C169760540', 'https://openalex.org/C48856860', 'https://openalex.org/C2991912374', 'https://openalex.org/C162324750', 'https://openalex.org/C144024400', 'https://openalex.org/C159110408', 'https://openalex.org/C50522688', 'https://openalex.org/C134362201', 'https://openalex.org/C16920402']"
https://openalex.org/V122290859,Journal of Health and Social Behavior,760,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C86803240']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C118552586', 'https://openalex.org/C77805123', 'https://openalex.org/C162324750', 'https://openalex.org/C542102704', 'https://openalex.org/C70410870', 'https://openalex.org/C86803240', 'https://openalex.org/C138496976', 'https://openalex.org/C142724271', 'https://openalex.org/C149923435', 'https://openalex.org/C134362201', 'https://openalex.org/C159110408', 'https://openalex.org/C2908647359', 'https://openalex.org/C50522688', 'https://openalex.org/C74909509']"
https://openalex.org/V131954271,Psychology of Sport and Exercise,798,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C33923547', 'https://openalex.org/C41008148', 'https://openalex.org/C144024400', 'https://openalex.org/C121332964', 'https://openalex.org/C205649164']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C77805123', 'https://openalex.org/C86803240', 'https://openalex.org/C75630572', 'https://openalex.org/C70410870', 'https://openalex.org/C1862650', 'https://openalex.org/C118552586', 'https://openalex.org/C169760540', 'https://openalex.org/C138496976', 'https://openalex.org/C2781054738', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C542102704', 'https://openalex.org/C187736073', 'https://openalex.org/C33923547', 'https://openalex.org/C41008148', 'https://openalex.org/C144024400', 'https://openalex.org/C111472728', 'https://openalex.org/C121332964', 'https://openalex.org/C169900460', 'https://openalex.org/C133753094', 'https://openalex.org/C205649164']"
https://openalex.org/V125441779,Child Maltreatment,805,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C3017944768', 'https://openalex.org/C2987580062', 'https://openalex.org/C3019756591', 'https://openalex.org/C190385971', 'https://openalex.org/C526869908', 'https://openalex.org/C166735990', 'https://openalex.org/C2993946119', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C118552586', 'https://openalex.org/C70410870', 'https://openalex.org/C142724271', 'https://openalex.org/C159110408', 'https://openalex.org/C542059537', 'https://openalex.org/C2992354236', 'https://openalex.org/C187155963', 'https://openalex.org/C138496976', 'https://openalex.org/C2780416715', 'https://openalex.org/C2776289891', 'https://openalex.org/C144024400', 'https://openalex.org/C2779415726']"
https://openalex.org/V146239864,Assessing Writing,868,['https://openalex.org/C15744967'],"['https://openalex.org/C144024400', 'https://openalex.org/C33923547', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C17744445', 'https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750', 'https://openalex.org/C127313418']","['https://openalex.org/C15744967', 'https://openalex.org/C144024400', 'https://openalex.org/C33923547', 'https://openalex.org/C145420912', 'https://openalex.org/C19417346', 'https://openalex.org/C138885662', 'https://openalex.org/C41895202', 'https://openalex.org/C2777898490', 'https://openalex.org/C41008148', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C509550671', 'https://openalex.org/C119867837', 'https://openalex.org/C162324750', 'https://openalex.org/C127313418', 'https://openalex.org/C151730666', 'https://openalex.org/C105795698', 'https://openalex.org/C18903297']"
